Day,Sales (USD),Unique Sellers,Unique Buyers,Total Txns,Avg Sale (USD),Wash (USD),Wash Txn,Trade Profit,Supply,Eth price (USD),Total eth vol,Eth change per,Bitcoin price ,Total bitcoin vol ,Bitcoin change per,Gas Price 
"August 01, 2022","$21,947,944.86","48,427","47,536","169,406",$129.56,"$24,325,298.03","4,452","-$2,207,642.59","30,722,955","1,630.10",959.53K,-2.97%,"23,271.20",162.33K,-0.14%,23580872768
"August 02, 2022","$20,955,727.91","49,980","56,819","200,803",$104.36,"$14,135,337.79","14,736","-$1,875,276.53","31,202,919","1,631.48",1.25M,0.08%,"22,988.60",177.30K,-1.21%,17447426756
"August 03, 2022","$25,183,726.06","43,478","46,815","150,014",$167.88,"$23,644,070.24","5,761","-$2,310,176.31","31,839,157","1,618.08",906.08K,-0.82%,"22,820.80",174.66K,-0.73%,15725584672
"August 04, 2022","$22,595,260.35","48,199","49,613","177,163",$127.54,"$22,721,115.74","12,087","-$1,719,882.62","31,913,365","1,606.94",881.56K,-0.69%,"22,612.10",181.19K,-0.91%,17102541649
"August 05, 2022","$29,671,161.18","47,372","49,274","164,281",$180.61,"$12,378,650.80","9,482","-$2,425,791.22","31,459,077","1,737.71",1.21M,8.14%,"23,308.20",208.90K,3.08%,17134974698
"August 06, 2022","$22,333,384.18","42,921","49,395","145,854",$153.12,"$14,006,706.22","6,256","-$1,696,640.70","31,723,865","1,690.27",696.11K,-2.73%,"22,944.20",94.44K,-1.56%,11788764416
"August 07, 2022","$24,049,381.76","43,991","47,324","143,225",$167.91,"$13,356,267.68","3,224","-$1,828,374.35","31,573,334","1,700.29",530.48K,0.59%,"23,175.30",99.36K,1.01%,12459101119
"August 08, 2022","$21,068,333.87","46,739","49,510","153,439",$137.31,"$13,528,802.57","2,324","-$1,772,426.37","31,181,855","1,778.42",951.02K,4.59%,"23,816.30",197.94K,2.77%,20888856665
"August 09, 2022","$25,789,366.00","49,194","49,289","177,293",$145.46,"$16,290,389.12","2,330","-$10,356,200.86","31,835,820","1,702.80",960.58K,-4.25%,"23,146.70",169.62K,-2.81%,22435156603
"August 10, 2022","$33,424,559.07","53,268","58,065","186,303",$179.41,"$21,217,626.82","3,902","-$3,559,010.87","31,716,109","1,853.46",1.52M,8.85%,"23,962.90",243.61K,3.53%,32790380268
"August 11, 2022","$28,048,541.70","57,224","56,589","185,833",$150.93,"$26,049,928.45","7,888","-$4,764,996.79","34,534,559","1,880.28",1.31M,1.45%,"23,935.30",285.36K,-0.12%,26961948839
"August 12, 2022","$29,259,181.23","52,335","67,815","225,805",$129.58,"$24,645,126.71","5,934","-$4,630,457.47","34,350,416","1,957.63",834.69K,4.11%,"24,398.70",194.96K,1.94%,20744690017
"August 13, 2022","$20,605,583.33","47,463","47,633","144,682",$142.42,"$23,742,388.59","3,866","-$4,447,373.08","34,852,098","1,983.50",798.08K,1.32%,"24,442.50",170.59K,0.18%,13437723600
"August 14, 2022","$20,046,851.64","45,292","51,557","163,942",$122.28,"$23,580,137.34","5,751","-$3,197,702.60","34,630,123","1,935.10",662.15K,-2.44%,"24,302.80",177.25K,-0.57%,14343206452
"August 15, 2022","$21,637,003.71","50,556","51,030","164,257",$131.73,"$23,398,203.15","4,046","-$3,243,768.35","34,459,162","1,900.25",1.09M,-1.80%,"24,101.70",279.28K,-0.83%,25490752408
"August 16, 2022","$21,642,964.88","53,614","53,573","168,579",$128.38,"$17,291,427.44","2,916","-$3,692,362.83","34,927,930","1,876.70",725.78K,-1.24%,"23,856.80",201.70K,-1.02%,15518320871
"August 17, 2022","$23,002,850.82","52,194","52,008","173,755",$132.39,"$15,225,800.38","3,678","-$2,675,094.50","34,755,675","1,834.18",1.10M,-2.27%,"23,338.00",239.53K,-2.17%,15840742318
"August 18, 2022","$26,029,722.81","55,930","58,970","199,713",$130.34,"$14,503,804.03","6,167","-$2,584,256.44","35,573,071","1,846.51",675.27K,0.67%,"23,203.60",160.97K,-0.58%,15531651130
"August 19, 2022","$25,904,937.18","58,476","78,294","251,442",$103.03,"$15,536,999.80","4,959","-$3,523,797.24","35,075,738","1,609.48",1.59M,-12.84%,"20,831.30",339.47K,-10.22%,21371448232
"August 20, 2022","$22,473,220.63","54,932","58,487","186,913",$120.23,"$19,296,186.61","3,082","-$3,760,413.82","35,162,573","1,575.60",1.01M,-2.11%,"21,138.90",206.94K,1.48%,14312223578
"August 21, 2022","$22,207,346.07","53,409","55,343","198,028",$112.14,"$18,550,617.71","4,336","-$4,145,751.62","35,273,931","1,618.25",852.07K,2.71%,"21,517.20",177.52K,1.79%,10779092286
"August 22, 2022","$26,538,360.75","59,176","62,856","209,742",$126.53,"$19,750,961.09","12,865","-$12,415,118.55","35,673,713","1,626.75",1.04M,0.53%,"21,416.30",251.83K,-0.47%,18066664879
"August 23, 2022","$20,738,133.93","59,866","58,696","219,630",$94.42,"$22,039,840.52","8,797","-$3,611,456.57","36,051,959","1,664.89",1.05M,2.34%,"21,517.20",228.65K,0.47%,16511696178
"August 24, 2022","$20,853,085.55","59,963","58,544","205,398",$101.53,"$7,599,728.80","4,886","-$12,186,751.08","35,991,991","1,656.64",827.20K,-0.50%,"21,365.20",202.40K,-0.71%,15702512320
"August 25, 2022","$26,080,774.27","60,600","64,019","201,616",$129.36,"$4,340,312.18","6,566","-$4,433,563.36","35,820,600","1,695.37",677.67K,2.34%,"21,565.40",190.15K,0.94%,20904763641
"August 26, 2022","$20,115,586.14","55,941","55,887","186,626",$107.79,"$449,570.67","8,236","-$11,354,737.91","36,296,683","1,508.08",1.34M,-11.05%,"20,249.90",322.16K,-6.10%,18105901387
"August 27, 2022","$18,033,724.14","51,333","52,003","175,102",$102.99,"$5,117,847.97","7,203","-$1,971,121.24","36,021,452","1,490.83",866.82K,-1.14%,"20,033.90",187.34K,-1.07%,11733733734
"August 28, 2022","$20,257,616.66","47,243","50,705","160,282",$126.39,"$4,206,891.42","5,776","-$2,425,461.53","36,385,037","1,426.25",633.35K,-4.33%,"19,550.20",159.60K,-2.41%,11329800648
"August 29, 2022","$20,504,187.46","55,298","52,920","178,103",$115.13,"$3,345,248.72","5,329","-$1,849,100.55","36,739,666","1,552.60",931.76K,8.86%,"20,295.80",248.04K,3.81%,19473457572
"August 30, 2022","$23,105,762.10","56,106","55,141","184,645",$125.14,"$430,728.55","7,869","-$2,261,356.11","36,908,976","1,523.34",1.14M,-1.88%,"19,792.60",308.41K,-2.48%,23714139361
"August 31, 2022","$21,654,241.08","60,306","61,373","222,102",$97.50,"$3,601,644.04","8,055","-$1,600,863.79","36,754,301","1,555.12",1.07M,2.09%,"20,043.90",318.17K,1.27%,26136983036
"September 01, 2022","$19,630,826.58","60,934","75,635","253,188",$77.53,"$3,435,767.27","6,293","-$2,236,466.90","37,446,596","1,585.48",823.90K,1.95%,"20,126.10",275.08K,0.41%,23613263110
"September 02, 2022","$19,072,790.58","56,552","54,753","195,172",$97.72,"$3,513,874.17","5,539","-$2,235,005.96","37,470,685","1,575.34",1.04M,-0.64%,"19,952.70",272.22K,-0.86%,17102479580
"September 03, 2022","$14,864,793.09","47,816","47,229","166,780",$89.13,"$11,820,715.02","5,786","-$11,537,709.18","37,531,553","1,557.55",378.79K,-1.13%,"19,831.40",157.85K,-0.61%,10161641535
"September 04, 2022","$14,718,103.75","49,062","47,101","173,390",$84.88,"$8,378,376.42","4,793","-$10,879,180.83","37,483,727","1,578.89",339.06K,1.37%,"19,999.90",158.27K,0.85%,11434326814
"September 05, 2022","$18,036,351.96","54,983","55,883","203,704",$88.54,"$13,676,369.87","9,823","-$3,021,678.19","38,744,157","1,617.07",571.75K,2.42%,"19,793.10",238.71K,-1.03%,14619902921
"September 06, 2022","$19,174,285.83","58,178","56,199","277,327",$69.14,"$16,754,188.95","8,493","-$2,065,059.02","38,496,210","1,557.85",1.18M,-3.66%,"18,786.40",402.43K,-5.09%,19269708826
"September 07, 2022","$23,488,327.70","74,412","72,020","360,420",$65.17,"$14,772,903.25","30,136","-$10,936,347.64","39,004,588","1,629.51",976.59K,4.60%,"19,281.50",319.10K,2.64%,24171122353
"September 08, 2022","$24,885,968.65","72,021","73,930","326,918",$76.12,"$10,775,016.69","20,566","-$2,258,103.94","39,037,768","1,634.85",772.84K,0.33%,"19,317.40",291.43K,0.19%,27017252517
"September 09, 2022","$20,733,856.43","66,109","70,404","283,350",$73.17,"$8,187,902.55","6,906","-$1,450,823.49","38,780,947","1,718.81",969.87K,5.14%,"21,365.20",480.37K,10.60%,25466962749
"September 10, 2022","$18,095,215.44","54,340","58,491","247,197",$73.20,"$12,105,338.59","6,693","-$1,350,353.42","39,153,395","1,774.38",470.19K,3.23%,"21,650.40",331.12K,1.33%,15146464248
"September 11, 2022","$18,148,220.33","56,499","58,247","237,647",$76.37,"$12,241,796.36","8,195","-$1,760,859.92","39,181,055","1,766.93",467.42K,-0.42%,"21,834.90",297.12K,0.85%,13281379803
"September 12, 2022","$19,414,672.02","64,413","65,471","248,056",$78.27,"$12,266,493.35","4,614","-$11,206,596.77","39,688,657","1,716.42",727.78K,-2.86%,"22,395.30",431.98K,2.57%,21385726349
"September 13, 2022","$20,270,516.66","60,931","65,100","217,078",$93.38,"$13,366,343.12","24,821","-$2,816,334.07","39,893,351","1,574.47",1.30M,-8.27%,"20,175.50",485.32K,-9.91%,23605410036
"September 14, 2022","$17,939,334.81","61,138","66,587","227,223",$78.95,"$12,347,286.40","21,521","-$12,419,725.82","40,013,054","1,637.92",858.28K,4.03%,"20,222.50",374.22K,0.23%,17084508729
"September 15, 2022","$19,432,514.11","62,929","69,292","247,387",$78.55,"$7,757,142.75","14,639","-$2,011,483.33","40,140,061","1,472.64",1.66M,-10.09%,"19,701.70",358.42K,-2.58%,23102480251
"September 16, 2022","$27,552,347.44","66,693","73,683","401,551",$68.61,"$11,019,793.44","7,742","-$1,671,027.29","40,529,696","1,434.01",829.01K,-2.62%,"19,802.40",315.59K,0.51%,13923035887
"September 17, 2022","$18,804,406.97","57,324","58,347","229,109",$82.08,"$10,304,885.71","5,617","-$2,357,920.76","40,059,279","1,468.79",483.78K,2.43%,"20,113.50",204.58K,1.57%,8870964174
"September 18, 2022","$18,225,082.60","59,186","61,097","232,042",$78.54,"$6,904,831.51","7,326","-$3,353,227.90","40,350,387","1,335.01",934.28K,-9.11%,"19,418.80",273.11K,-3.45%,11782591937
"September 19, 2022","$21,652,640.29","64,398","75,228","260,764",$83.04,"$8,320,397.94","21,709","-$2,430,812.40","41,265,938","1,376.00",1.11M,3.07%,"19,538.90",423.43K,0.62%,14407629126
"September 20, 2022","$22,295,630.53","64,259","66,754","273,170",$81.62,"$7,590,755.41","16,089","-$2,352,038.95","40,816,483","1,323.33",765.14K,-3.83%,"18,872.40",361.18K,-3.41%,15549616707
"September 21, 2022","$17,887,152.61","57,945","67,835","235,037",$76.10,"$7,234,069.92","16,501","-$3,687,103.72","41,396,288","1,247.74",1.39M,-5.71%,"18,489.00",446.85K,-2.03%,18644158099
"September 22, 2022","$20,204,120.48","61,459","66,154","247,416",$81.66,"$4,982,899.36","10,723","-$2,242,068.39","41,487,177","1,326.44",1.11M,6.31%,"19,404.00",448.63K,4.95%,14196384851
"September 23, 2022","$18,618,723.33","58,023","63,724","219,085",$84.98,"$7,173,454.59","8,656","-$2,882,873.61","41,236,437","1,327.96",1.16M,0.11%,"19,293.50",431.15K,-0.57%,13064001814
"September 24, 2022","$16,163,862.54","49,699","52,745","192,932",$83.78,"$6,468,646.36","7,488","-$2,778,172.60","39,854,109","1,317.00",559.42K,-0.83%,"18,925.20",258.50K,-1.91%,9076087361
"September 25, 2022","$16,756,640.00","53,404","56,462","214,637",$78.07,"$8,605,966.59","7,926","-$11,212,288.13","40,980,637","1,294.26",579.09K,-1.73%,"18,803.20",209.71K,-0.64%,10957389389
"September 26, 2022","$18,594,193.38","62,956","67,620","229,744",$80.93,"$8,344,411.52","8,064","-$21,882,818.88","42,036,466","1,337.06",1.05M,3.31%,"19,225.70",516.03K,2.25%,16537249259
"September 27, 2022","$22,819,222.47","64,951","89,166","294,257",$77.55,"$8,101,242.15","12,267","-$1,931,623.23","41,939,367","1,328.23",1.00M,-0.66%,"19,081.00",660.12K,-0.75%,22611010328
"September 28, 2022","$46,027,216.69","61,993","65,126","238,637",$192.88,"$6,832,430.58","8,162","-$2,119,371.65","42,499,250","1,337.37",1.08M,0.69%,"19,411.00",581.19K,1.73%,19756181085
"September 29, 2022","$20,294,834.73","61,424","66,713","231,799",$87.55,"$7,765,173.65","7,499","-$1,766,810.11","42,640,490","1,336.08",871.66K,-0.10%,"19,593.00",449.57K,0.94%,18787473879
"September 30, 2022","$19,768,038.60","60,008","68,355","238,416",$82.91,"$14,269,120.94","8,656","-$2,899,386.85","42,957,702","1,328.73",866.63K,-0.55%,"19,423.00",490.29K,-0.87%,18854642753
"October 01, 2022","$18,346,120.65","52,953","58,112","227,186",$80.75,"$7,017,127.56","10,868","-$1,097,135.35","42,701,098","1,311.80",293.02K,-1.27%,"19,311.90",173.91K,-0.57%,11418509105
"October 02, 2022","$20,636,212.26","58,426","68,529","237,516",$86.88,"$6,118,767.53","7,267","-$981,326.74","43,516,437","1,275.74",432.45K,-2.75%,"19,052.20",222.82K,-1.34%,8482736656
"October 03, 2022","$21,910,073.72","61,752","72,064","236,335",$92.71,"$5,748,259.78","5,535","-$1,508,672.47","43,654,518","1,323.41",604.19K,3.74%,"19,628.30",333.03K,3.02%,17718303421
"October 04, 2022","$18,347,124.22","61,191","65,038","238,066",$77.07,"$5,959,693.31","4,805","-$2,294,955.44","43,724,004","1,361.48",550.05K,2.88%,"20,340.20",368.17K,3.63%,17621542205
"October 05, 2022","$20,219,002.10","57,135","73,244","257,928",$78.39,"$4,201,378.15","6,151","-$1,416,736.26","43,214,370","1,352.07",564.42K,-0.69%,"20,157.50",352.76K,-0.90%,20507549173
"October 06, 2022","$20,778,426.83","62,132","77,203","243,289",$85.41,"$4,680,828.98","9,843","-$1,235,643.13","43,730,397","1,352.27",680.65K,0.01%,"19,956.70",370.60K,-1.00%,15623298162
"October 07, 2022","$17,806,504.75","52,474","62,578","208,984",$85.21,"$2,201,160.23","7,579","-$1,533,754.49","42,599,182","1,330.99",574.76K,-1.57%,"19,531.30",263.50K,-2.13%,13492009638
"October 08, 2022","$12,868,088.88","47,121","49,233","167,497",$76.83,"$2,446,056.97","7,148","-$571,085.01","43,133,959","1,315.05",227.70K,-1.20%,"19,415.00",113.50K,-0.60%,20622354179
"October 09, 2022","$17,477,522.51","46,348","50,957","187,448",$93.24,"$6,166,819.45","14,739","-$820,282.32","43,793,058","1,323.41",210.50K,0.64%,"19,441.00",127.53K,0.13%,31287093350
"October 10, 2022","$13,190,893.57","48,443","50,053","182,539",$72.26,"$6,921,530.70","8,399","-$1,683,414.04","44,138,514","1,290.04",451.44K,-2.52%,"19,134.60",243.77K,-1.58%,37582169969
"October 11, 2022","$16,849,800.93","47,892","59,502","222,803",$75.63,"$5,792,762.60","12,878","-$2,534,206.43","44,582,360","1,279.97",498.63K,-0.78%,"19,059.10",288.57K,-0.39%,29333893936
"October 12, 2022","$14,904,059.27","44,250","53,120","184,563",$80.75,"$5,624,557.55","6,456","-$3,003,919.64","45,234,884","1,294.57",418.57K,1.14%,"19,154.80",242.18K,0.50%,22281959320
"October 13, 2022","$17,531,729.08","44,219","53,208","180,278",$97.25,"$4,682,537.95","4,054","-$3,528,272.14","45,229,671","1,287.34",1.09M,-0.56%,"19,379.80",455.13K,1.17%,27488686311
"October 14, 2022","$15,159,003.85","45,012","50,463","172,878",$87.69,"$4,520,635.15","3,670","-$2,762,081.64","44,685,878","1,296.74",734.03K,0.73%,"19,181.80",400.45K,-1.02%,20982958370
"October 15, 2022","$13,507,045.88","40,272","44,938","150,156",$89.95,"$6,467,064.73","10,713","-$2,497,924.57","45,182,899","1,274.57",321.11K,-1.71%,"19,068.70",123.66K,-0.59%,19676288930
"October 16, 2022","$12,433,805.38","40,315","46,184","146,323",$84.98,"$5,985,125.34","6,056","-$1,877,796.16","45,405,618","1,305.95",333.15K,2.46%,"19,261.90",140.95K,1.01%,17822373644
"October 17, 2022","$16,070,978.00","45,057","51,300","163,676",$98.19,"$5,393,360.96","6,860","-$1,956,902.09","45,531,672","1,331.12",498.15K,1.93%,"19,548.20",248.40K,1.49%,27647227186
"October 18, 2022","$16,428,825.31","46,050","53,267","207,352",$79.23,"$6,572,080.80","4,794","-$2,826,447.85","45,449,225","1,310.81",625.85K,-1.53%,"19,328.20",290.07K,-1.13%,29217198083
"October 19, 2022","$15,371,358.85","48,876","58,091","206,655",$74.38,"$5,870,231.08","13,041","-$2,065,188.99","44,261,938","1,285.32",406.74K,-1.94%,"19,123.90",209.28K,-1.06%,33130272753
"October 20, 2022","$17,443,404.77","53,734","70,500","204,122",$85.46,"$5,690,750.88","7,486","-$2,203,450.53","45,619,729","1,282.87",483.19K,-0.19%,"19,042.90",253.20K,-0.42%,35367998733
"October 21, 2022","$18,304,419.25","49,575","61,048","187,546",$97.60,"$5,756,976.97","4,819","-$3,618,234.32","45,536,383","1,299.76",525.54K,1.32%,"19,162.60",294.66K,0.63%,34341965708
"October 22, 2022","$15,286,614.52","40,801","53,883","170,488",$89.66,"$4,540,015.24","3,278","-$2,375,524.87","44,565,163","1,313.64",244.20K,1.07%,"19,204.80",118.24K,0.22%,21906854720
"October 23, 2022","$15,437,966.95","41,061","49,815","151,136",$102.15,"$4,803,688.63","3,565","-$1,760,707.61","45,466,951","1,363.92",473.61K,3.83%,"19,571.20",180.63K,1.91%,17543495100
"October 24, 2022","$17,872,044.48","45,618","54,862","188,857",$94.63,"$4,899,493.50","3,134","-$2,113,035.28","44,013,141","1,343.88",665.58K,-1.47%,"19,331.50",286.94K,-1.22%,23547153638
"October 25, 2022","$19,199,018.89","50,409","66,163","195,827",$98.04,"$6,043,240.68","3,438","-$2,226,008.28","45,478,745","1,459.60",1.28M,8.61%,"20,082.70",371.54K,3.89%,25761288525
"October 26, 2022","$19,458,931.87","44,420","58,173","183,919",$105.80,"$5,672,665.83","3,418","-$2,835,502.91","45,958,021","1,566.16",1.43M,7.30%,"20,769.50",427.99K,3.42%,23444016929
"October 27, 2022","$17,995,858.29","44,291","60,073","182,012",$98.87,"$6,967,450.76","7,062","-$1,915,033.96","46,108,246","1,514.19",1.02M,-3.32%,"20,292.90",365.49K,-2.29%,19868396622
"October 28, 2022","$18,382,039.58","48,192","57,273","185,215",$99.25,"$2,603,285.71","5,512","-$1,443,238.56","46,101,942","1,554.47",966.35K,2.66%,"20,594.40",318.90K,1.49%,20187568905
"October 29, 2022","$14,607,963.52","40,113","45,666","152,111",$96.03,"$3,664,413.49","3,350","-$1,069,427.62","45,334,914","1,619.69",1.05M,4.20%,"20,809.80",276.54K,1.05%,16847981456
"October 30, 2022","$15,467,180.72","40,718","53,243","151,955",$101.79,"$4,249,921.68","5,724","-$1,320,540.51","45,472,559","1,590.47",542.49K,-1.80%,"20,626.30",207.63K,-0.88%,11954787469
"October 31, 2022","$35,846,066.21","45,364","51,743","169,583",$211.38,"$3,737,935.23","9,447","-$2,328,233.36","45,970,739","1,572.89",938.65K,-1.11%,"20,496.30",327.47K,-0.63%,23932842965
"November 01, 2022","$36,894,588.52","46,965","55,717","173,004",$213.26,"$5,059,535.20","4,139","-$1,481,942.79","46,378,902","1,579.64",593.31K,0.43%,"20,483.50",302.72K,-0.06%,18522412597
"November 02, 2022","$35,998,515.29","42,534","50,356","155,897",$230.91,"$4,155,152.85","3,510","-$222,289.60","44,961,022","1,519.04",1.14M,-3.84%,"20,154.40",420.23K,-1.61%,21233333626
"November 03, 2022","$24,471,991.96","44,993","51,956","163,602",$149.58,"$3,426,893.10","4,048","-$3,991,695.29","45,328,512","1,531.08",631.90K,0.79%,"20,206.40",347.23K,0.26%,33662933314
"November 04, 2022","$25,388,094.52","44,807","53,584","172,754",$146.96,"$4,965,177.98","7,964","-$2,768,276.67","46,277,062","1,645.01",1.07M,7.44%,"21,145.90",499.50K,4.65%,23525904169
"November 05, 2022","$19,900,750.07","38,997","46,000","147,798",$134.65,"$6,218,479.49","3,130","-$2,245,447.38","46,699,117","1,627.07",404.02K,-1.09%,"21,301.60",261.23K,0.74%,15613710939
"November 06, 2022","$19,850,020.48","42,049","49,374","153,016",$129.73,"$3,772,276.27","2,205","-$2,107,452.49","46,621,587","1,570.86",464.26K,-3.45%,"20,916.30",242.26K,-1.81%,15597214302
"November 07, 2022","$19,424,088.17","44,044","47,157","154,643",$125.61,"$3,404,399.97","3,267","-$2,260,337.04","46,882,842","1,567.57",719.30K,-0.21%,"20,589.00",414.24K,-1.56%,22116856933
"November 08, 2022","$20,827,289.89","43,346","45,933","158,255",$131.61,"$2,208,582.76","3,828","-$3,570,530.55","47,295,961","1,335.25",2.87M,-14.82%,"18,527.40",865.10K,-10.01%,56990615164
"November 09, 2022","$21,609,591.37","41,429","45,388","168,746",$128.06,"$380,712.43","4,676","-$8,630,867.65","47,294,031","1,100.84",2.92M,-17.56%,"15,886.90",869.57K,-14.25%,61054537493
"November 10, 2022","$20,361,352.75","42,083","48,192","176,702",$115.23,"$6,397,693.29","5,081","-$6,337,602.63","47,029,683","1,299.15",2.19M,18.01%,"17,589.10",720.74K,10.71%,43173312118
"November 11, 2022","$17,436,314.44","40,086","46,189","153,632",$113.49,"$5,526,120.25","4,259","-$4,303,227.36","46,950,128","1,288.63",1.45M,-0.81%,"17,049.90",466.35K,-3.07%,29642986414
"November 12, 2022","$12,862,062.26","36,976","43,476","153,218",$83.95,"$969,555.89","5,292","-$3,827,479.29","47,608,784","1,256.29",602.58K,-2.51%,"16,795.20",192.91K,-1.49%,20449710205
"November 13, 2022","$12,245,922.64","40,400","57,923","164,515",$74.44,"$1,109,054.36","2,662","-$4,084,556.03","47,297,113","1,221.47",597.25K,-2.77%,"16,324.50",210.80K,-2.80%,20228404244
"November 14, 2022","$16,297,321.67","40,206","50,570","156,418",$104.19,"$1,644,687.46","6,489","-$5,316,520.37","47,523,277","1,242.64",1.01M,1.73%,"16,613.70",442.46K,1.77%,24185417485
"November 15, 2022","$22,006,690.97","39,531","57,206","181,753",$121.08,"$1,431,182.65","3,549","-$4,877,320.41","47,895,549","1,253.45",686.18K,0.87%,"16,895.10",337.15K,1.69%,23904583061
"November 16, 2022","$24,257,636.07","37,631","44,376","157,122",$154.39,"$1,942,183.62","7,925","-$4,466,462.29","48,273,926","1,206.16",705.31K,-3.77%,"16,540.50",295.73K,-2.10%,21839911114
"November 17, 2022","$18,652,084.41","44,212","45,940","160,414",$116.27,"$1,378,763.81","3,507","-$3,499,169.73","47,352,543","1,205.17",567.61K,-0.08%,"16,691.20",257.00K,0.91%,23174606735
"November 18, 2022","$16,604,888.06","40,959","51,758","184,196",$90.15,"$1,877,582.22","7,807","-$3,263,745.51","48,549,050","1,207.31",388.69K,0.18%,"16,638.30",241.96K,-0.32%,18793247928
"November 19, 2022","$14,194,381.13","38,752","43,474","144,874",$97.98,"$1,168,922.19","6,014","-$3,442,472.89","47,801,871","1,217.65",225.46K,0.86%,"16,699.20",114.89K,0.37%,16207722481
"November 20, 2022","$14,671,387.49","42,466","45,791","149,702",$98.00,"$1,179,789.02","6,443","-$3,156,311.87","47,942,929","1,142.88",564.89K,-6.14%,"16,286.70",172.83K,-2.47%,16269578627
"November 21, 2022","$16,712,921.88","40,025","44,546","158,073",$105.73,"$1,111,407.43","3,913","-$3,447,569.05","48,879,354","1,107.46",981.81K,-3.10%,"15,776.20",372.15K,-3.13%,17628559163
"November 22, 2022","$20,164,811.77","38,318","54,697","166,774",$120.91,"$1,372,460.13","10,131","-$3,821,010.96","47,901,493","1,139.74",815.18K,2.91%,"16,212.90",287.21K,2.77%,19352296295
"November 23, 2022","$18,770,162.60","42,514","43,839","155,905",$120.39,"$2,577,671.32","6,466","-$3,476,111.56","48,389,765","1,185.79",688.96K,4.04%,"16,623.90",305.08K,2.53%,16841257313
"November 24, 2022","$16,610,968.01","38,429","40,578","130,075",$127.70,"$2,394,108.69","2,900","-$3,954,413.88","48,312,659","1,203.77",544.83K,1.52%,"16,601.20",229.59K,-0.14%,15759583946
"November 25, 2022","$15,043,121.51","39,004","39,750","143,911",$104.53,"$1,209,715.73","3,799","-$3,021,985.52","48,270,459","1,198.12",426.96K,-0.47%,"16,512.30",204.07K,-0.54%,14240047285
"November 26, 2022","$20,744,325.20","37,411","53,530","151,878",$136.59,"$1,769,797.18","3,684","-$3,286,634.38","47,969,133","1,205.15",413.09K,0.59%,"16,456.50",194.94K,-0.34%,13584856927
"November 27, 2022","$19,780,092.79","37,189","43,076","146,848",$134.70,"$4,146,848.67","3,467","-$4,373,156.86","48,536,902","1,193.38",306.64K,-0.98%,"16,425.60",173.25K,-0.19%,13384995286
"November 28, 2022","$16,978,342.86","38,752","47,131","150,524",$112.79,"$3,305,113.11","3,131","-$2,327,468.61","49,305,422","1,167.73",518.17K,-2.15%,"16,211.70",284.84K,-1.30%,17826552842
"November 29, 2022","$17,372,478.80","41,096","44,266","146,236",$118.80,"$1,458,771.74","6,673","-$1,905,490.74","49,408,554","1,216.55",549.93K,4.18%,"16,440.40",271.58K,1.41%,14870303308
"November 30, 2022","$25,375,037.40","14,772","12,470","152,447",$166.45,"$2,118,265.73","4,167","-$3,706,291.19","49,811,571","1,294.41",858.51K,6.40%,"17,163.90",348.22K,4.40%,16566226604
"December 01, 2022","$20,763,347.59","41,133","48,674","156,008",$133.09,"$1,547,123.23","4,795","-$2,347,958.06","49,613,506","1,276.05",453.59K,-1.42%,"16,972.00",266.14K,-1.12%,16794118320
"December 02, 2022","$16,356,319.85","40,163","51,998","157,208",$104.04,"$2,146,682.02","4,809","-$1,830,253.73","49,006,023","1,295.69",393.37K,1.54%,"17,093.60",227.01K,0.72%,15943201869
"December 03, 2022","$15,109,735.56","43,496","43,481","152,278",$99.22,"$1,883,743.57","5,403","-$2,187,458.31","49,469,116","1,240.46",373.79K,-4.26%,"16,884.50",169.29K,-1.22%,14839045501
"December 04, 2022","$15,457,215.16","39,530","47,673","150,393",$102.78,"$5,480,015.31","4,220","-$6,634,026.34","49,243,495","1,279.74",344.96K,3.17%,"17,112.60",197.12K,1.35%,14337269578
"December 05, 2022","$18,435,295.21","39,572","54,922","161,145",$114.40,"$1,693,996.27","6,043","-$2,809,738.80","49,599,820","1,259.56",430.54K,-1.58%,"16,966.50",268.72K,-0.85%,17801901128
"December 06, 2022","$25,496,244.37","39,486","49,034","153,811",$165.76,"$971,753.10","5,376","-$2,959,614.82","49,537,084","1,271.26",342.16K,0.93%,"17,089.30",246.19K,0.72%,18901811657
"December 07, 2022","$24,476,642.32","45,911","54,311","163,999",$149.25,"$639,038.14","3,464","-$97,041.23","50,312,618","1,231.04",422.12K,-3.16%,"16,835.20",244.36K,-1.49%,21689477944
"December 08, 2022","$20,530,612.00","45,438","48,466","175,048",$117.29,"$8,398,816.96","2,893","-$2,656,641.24","50,060,920","1,280.29",447.07K,4.00%,"17,225.70",261.64K,2.32%,19294282648
"December 09, 2022","$19,439,816.39","44,219","44,159","160,443",$121.16,"$2,030,639.95","3,781","-$2,360,641.45","51,408,939","1,262.86",437.55K,-1.36%,"17,125.70",260.84K,-0.58%,42479111449
"December 10, 2022","$31,568,512.55","41,286","37,927","141,902",$222.47,"$2,238,618.91","4,848","-$3,177,569.83","51,342,055","1,266.62",193.32K,0.30%,"17,127.20",148.81K,0.01%,19154307742
"December 11, 2022","$20,769,192.70","38,794","39,355","141,377",$146.91,"$2,659,173.30","3,809","-$1,509,412.89","51,299,263","1,263.42",192.46K,-0.25%,"17,093.30",167.20K,-0.20%,21165291288
