Day,Sales (USD),Unique Sellers,Unique Buyers,Total Txns,Avg Sale (USD),Wash (USD),Wash Txn,Trade Profit,Supply,Eth price (USD),Total eth vol,Eth change per,Bitcoin price ,Total bitcoin vol ,Bitcoin change per,Gas Price 
"February 17, 2020","$38,495.12",265,214,"1,488",$25.87,$879.68,6,$13.22,"7,850",267.63,25.61M,2.94%,"9,701.40",961.88K,-2.32%,11971133911
"February 18, 2020","$79,155.17",224,216,822,$96.30,$171.90,5,-$6.27,"19,601",282.26,24.15M,5.46%,"10,158.40",945.91K,4.71%,11188045875
"February 19, 2020","$31,584.26",294,169,"1,238",$25.51,$440.71,14,$152.67,"19,944",259.12,20.76M,-8.20%,"9,609.40",905.95K,-5.40%,12083070512
"February 20, 2020","$46,026.92",331,233,"1,346",$34.20,"$2,682.52",12,$343.74,"20,035",257.39,22.07M,-0.67%,"9,602.40",870.80K,-0.07%,12008669668
"February 21, 2020","$65,111.06",378,252,"1,766",$36.87,$808.30,15,$172.53,"17,801",265.11,17.46M,3.00%,"9,684.50",716.61K,0.85%,9495219870
"February 22, 2020","$64,091.71",402,253,"1,945",$32.95,$82.46,4,$16.74,"18,410",261.64,13.40M,-1.31%,"9,655.70",589.88K,-0.30%,10362297210
"February 23, 2020","$61,202.87",455,269,"2,322",$26.36,$154.72,6,"$1,423.86","21,356",274.72,16.04M,5.00%,"9,942.70",775.88K,2.97%,12958605117
"February 24, 2020","$59,038.02",474,253,"3,059",$19.30,"$24,956.66",19,$108.01,"18,608",265.65,19.96M,-3.30%,"9,662.70",980.00K,-2.82%,12107326473
"February 25, 2020","$85,405.95",347,261,"1,552",$55.03,"$1,904.51",5,$1.10,"21,065",246.96,20.31M,-7.04%,"9,317.20",937.97K,-3.57%,11691532540
"February 26, 2020","$57,086.62",362,236,"2,447",$23.33,$24.63,1,-$8.17,"21,797",224.3,29.55M,-9.18%,"8,800.30",1.32M,-5.55%,14289989019
"February 27, 2020","$42,448.57",395,244,"2,196",$19.33,$854.35,8,$14.93,"19,600",227.53,28.83M,1.44%,"8,818.60",1.13M,0.21%,11864912418
"February 28, 2020","$69,248.23",316,261,"1,400",$49.46,$170.51,2,$116.06,"12,539",226.93,24.11M,-0.26%,"8,697.50",1.08M,-1.37%,11792525152
"February 29, 2020","$38,886.88",378,249,"2,892",$13.45,$92.44,4,0,"19,625",217.52,16.34M,-4.15%,"8,543.70",683.44K,-1.77%,9999559185
"March 01, 2020","$42,435.61",426,223,"1,887",$22.49,$979.43,6,$1.08,"17,370",217.99,17.17M,0.21%,"8,540.00",784.05K,-0.04%,10366775236
"March 02, 2020","$70,394.03",365,237,"3,939",$17.87,$532.91,12,-$8.76,"18,004",231.87,18.12M,6.37%,"8,904.80",1.02M,4.27%,10060971157
"March 03, 2020","$99,868.72",319,265,"1,633",$61.16,$57.12,13,"$1,433.26","16,796",223.94,18.48M,-3.42%,"8,761.40",1.01M,-1.61%,10710921879
"March 04, 2020","$48,995.93",401,250,"2,441",$20.07,"$1,170.09",5,$0.59,"9,318",224.38,14.65M,0.20%,"8,757.90",759.69K,-0.04%,10913931285
"March 05, 2020","$39,629.99",301,237,"1,229",$32.25,"$3,559.48",6,$392.67,"17,714",228.45,17.82M,1.81%,"9,060.30",950.76K,3.45%,11518999227
"March 06, 2020","$73,030.87",388,254,"3,115",$23.44,"$2,304.99",15,$10.61,"20,172",244.9,17.74M,7.20%,"9,134.80",1.04M,0.82%,11201545592
"March 07, 2020","$54,483.92",385,247,"2,519",$21.63,$290.09,9,$22.63,"20,257",237.32,16.90M,-3.10%,"8,887.80",750.65K,-2.70%,10988477092
"March 08, 2020","$47,808.19",392,239,"1,635",$29.24,$731.21,17,$85.33,"10,810",199.16,24.76M,-16.08%,"8,034.10",1.11M,-9.61%,13029367486
"March 09, 2020","$35,078.17",359,260,"1,136",$30.88,$293.77,9,0,"10,377",202.85,30.27M,1.85%,"7,933.00",1.54M,-1.26%,14200494445
"March 10, 2020","$71,296.66",343,290,"1,753",$40.67,$79.08,5,"-$1,796.50","10,812",200.56,21.87M,-1.13%,"7,891.20",1.20M,-0.53%,11528169360
"March 11, 2020","$46,694.35",350,277,"1,508",$30.96,"$1,050.50",15,$1.76,"8,555",194.58,21.26M,-2.98%,"7,935.10",1.10M,0.56%,12884305108
"March 12, 2020","$24,641.00",194,137,584,$42.19,$229.40,3,$24.11,"10,722",107.9,53.51M,-44.55%,"4,826.00",3.22M,-39.18%,77903244661
"March 13, 2020","$49,251.63",262,191,"1,015",$48.52,$46.64,4,$7.40,"20,581",133.99,60.70M,24.18%,"5,584.30",4.17M,15.71%,84761822515
"March 14, 2020","$18,881.38",363,241,"1,737",$10.87,$275.89,2,-$125.01,"20,650",122.69,26.83M,-8.43%,"5,182.70",1.69M,-7.19%,16662648149
"March 15, 2020","$19,124.08",342,191,"1,377",$13.89,$758.74,3,$18.99,"20,451",124.35,26.24M,1.35%,"5,366.30",1.61M,3.54%,14364979897
"March 16, 2020","$26,498.99",233,156,779,$34.02,$33.87,2,0,"20,432",111.02,40.25M,-10.72%,"5,030.00",2.55M,-6.27%,29714620709
"March 17, 2020","$41,261.48",327,208,"1,441",$28.63,$291.71,3,0,"20,921",116.06,27.09M,4.54%,"5,261.10",1.89M,4.59%,18731740624
"March 18, 2020","$18,463.78",439,222,"1,466",$12.59,$190.77,3,$29.31,"18,073",117.77,25.80M,1.47%,"5,361.40",1.80M,1.91%,15707758551
"March 19, 2020","$26,482.95",305,190,"1,142",$23.19,$381.31,3,$12.12,"18,158",135.43,33.78M,15.00%,"6,172.00",2.18M,15.12%,18322233968
"March 20, 2020","$12,696.10",303,201,980,$12.96,$209.73,4,-$7.79,"18,161",133.32,38.74M,-1.56%,"6,205.30",2.22M,0.54%,16360326781
"March 21, 2020","$52,216.63",345,209,"1,113",$46.92,$268.74,7,-$9.16,"20,605",132.58,27.00M,-0.56%,"6,186.20",1.64M,-0.31%,12414614632
"March 22, 2020","$21,041.15",282,195,731,$28.78,$590.51,8,-$29.64,"10,655",122.41,25.25M,-7.67%,"5,822.10",1.48M,-5.89%,12942212470
"March 23, 2020","$13,837.65",308,165,"1,229",$11.26,$138.39,6,$5.81,"10,657",136.02,28.62M,11.12%,"6,468.90",1.88M,11.11%,14465400762
"March 24, 2020","$43,471.79",315,216,879,$49.46,$216.88,14,-$256.20,"10,766",138.62,27.10M,1.91%,"6,744.60",1.73M,4.26%,13687447647
"March 25, 2020","$29,582.80",254,164,"1,009",$29.32,$108.88,4,-$0.33,"20,653",136.07,24.15M,-1.84%,"6,678.90",1.52M,-0.97%,13756761814
"March 26, 2020","$21,219.73",279,162,"1,285",$16.51,"$1,178.98",6,-$1.21,"10,653",138.38,17.71M,1.70%,"6,725.10",1.18M,0.69%,13022719834
"March 27, 2020","$25,010.72",362,219,"1,306",$19.15,$309.33,3,-$31.57,"8,530",131.74,18.18M,-4.80%,"6,373.40",1.16M,-5.23%,12546794673
"March 28, 2020","$38,525.50",489,214,"3,506",$10.99,$502.79,5,$17.13,"8,460",131.03,21.03M,-0.54%,"6,233.70",1.26M,-2.19%,11413783523
"March 29, 2020","$18,449.87",366,216,"1,691",$10.91,$570.51,7,-$2.93,"20,780",125.24,16.33M,-4.42%,"5,890.40",916.17K,-5.51%,11020301161
"March 30, 2020","$28,374.41",266,213,"1,209",$23.47,$585.04,7,-$14.14,"10,342",132.15,20.71M,5.52%,"6,391.00",1.43M,8.50%,11884805218
"March 31, 2020","$50,020.08",300,228,"2,123",$23.56,$229.22,7,-$283.94,"18,483",132.86,17.30M,0.54%,"6,412.50",1.05M,0.34%,13067204139
"April 01, 2020","$17,921.32",297,214,"1,491",$12.02,$139.40,6,0,"21,117",135.66,19.45M,2.10%,"6,638.50",1.40M,3.52%,12158641023
"April 02, 2020","$28,276.88",300,204,"1,248",$22.66,$802.11,6,-$147.06,"19,318",141.3,29.42M,4.16%,"6,800.50",1.74M,2.44%,13091171982
"April 03, 2020","$22,514.96",307,230,"1,960",$11.49,$301.73,3,0,"21,224",141.14,23.34M,-0.11%,"6,735.90",1.35M,-0.95%,12546736213
"April 04, 2020","$43,975.76",337,206,"1,784",$24.65,$108.97,4,$1.50,"19,270",144.01,19.75M,2.03%,"6,857.40",1.05M,1.80%,10643758163
"April 05, 2020","$32,171.62",306,200,"1,545",$20.82,"$1,155.95",3,0,"19,346",142.58,18.17M,-0.99%,"6,772.70",842.33K,-1.23%,10421896817
"April 06, 2020","$26,854.63",341,169,"1,006",$26.69,$84.80,1,$4.79,"21,723",171.06,37.89M,19.97%,"7,332.30",1.53M,8.26%,14386395350
"April 07, 2020","$57,360.14",281,205,892,$64.31,$271.77,5,"$2,730.18","22,001",164.71,35.79M,-3.71%,"7,185.20",1.32M,-2.01%,13013528020
"April 08, 2020","$36,176.45",376,193,"1,687",$21.44,$462.28,5,$40.58,"21,351",173,24.31M,5.03%,"7,361.20",983.94K,2.45%,11576580760
"April 09, 2020","$39,986.40",292,182,947,$42.22,$870.57,2,0,"19,215",169.68,20.66M,-1.92%,"7,289.00",963.55K,-0.98%,12277136032
"April 10, 2020","$50,110.18",299,217,"1,177",$42.57,$867.22,5,-$46.50,"21,633",157.86,28.35M,-6.97%,"6,863.10",1.37M,-5.84%,12269003782
"April 11, 2020","$19,578.40",410,200,"3,630",$5.39,"$4,973.22",2,$4.81,"19,287",158.18,19.07M,0.20%,"6,867.80",845.58K,0.07%,11327484697
"April 12, 2020","$23,431.30",414,214,"1,529",$15.32,"$1,191.11",2,-$34.05,"19,899",158.73,22.60M,0.35%,"6,917.60",1.10M,0.73%,9800432922
"April 13, 2020","$38,164.58",287,207,"1,713",$22.28,$129.56,3,-$32.20,"21,994",156.38,25.30M,-1.48%,"6,841.30",1.25M,-1.10%,11939777888
"April 14, 2020","$26,483.89",354,228,"3,125",$8.47,$293.77,5,$0.82,"19,721",158.45,21.20M,1.33%,"6,850.90",999.53K,0.14%,12300384022
"April 15, 2020","$28,983.93",320,208,"1,677",$17.28,"$1,882.43",3,0,"19,807",152.9,20.70M,-3.50%,"6,629.10",1.00M,-3.24%,11635342378
"April 16, 2020","$67,878.78",323,225,"1,126",$60.28,$879.91,5,$120.37,"19,890",172.31,32.99M,12.69%,"7,085.60",1.54M,6.89%,15064682211
"April 17, 2020","$54,684.13",362,230,"1,345",$40.66,"$2,175.21",3,0,"22,383",170.63,20.05M,-0.97%,"7,035.80",810.10K,-0.70%,12248271015
"April 18, 2020","$27,117.40",300,223,"1,025",$26.46,"$26,145.08",6,$0.67,"22,231",187.45,24.75M,9.85%,"7,230.80",796.45K,2.77%,12700922618
"April 19, 2020","$24,732.89",341,201,"1,797",$13.76,$657.32,1,0,"22,538",180.13,23.27M,-3.90%,"7,122.90",5.93M,-1.49%,12031541144
"April 20, 2020","$30,693.98",218,198,928,$33.08,0,0,-$21.12,"10,473",170.4,33.68M,-5.40%,"6,833.50",1.26M,-4.06%,13770276031
"April 21, 2020","$62,458.46",293,191,"1,145",$54.55,"$2,661.90",2,$232.87,"14,200",170.79,23.63M,0.23%,"6,842.50",892.57K,0.13%,13970900436
"April 22, 2020","$35,893.01",334,201,991,$36.22,"$1,929.68",3,"$2,693.82","14,832",182.72,23.81M,6.99%,"7,112.90",914.18K,3.95%,14191692798
"April 23, 2020","$87,622.03",309,223,"1,320",$66.38,"$6,832.91",8,$5.78,"15,432",185.46,28.73M,1.50%,"7,488.50",1.34M,5.28%,14371184956
"April 24, 2020","$41,667.10",296,238,"1,193",$34.93,$792.84,4,0,"26,106",187.58,19.84M,1.14%,"7,503.80",951.95K,0.20%,13771090303
"April 25, 2020","$32,243.70",358,229,"1,557",$20.71,"$19,512.94",10,$6.52,"26,052",194.01,21.87M,3.43%,"7,540.40",861.93K,0.49%,12538831783
"April 26, 2020","$39,008.68",311,213,"1,103",$35.37,$568.54,2,$5.62,"26,199",197.35,23.13M,1.72%,"7,678.90",921.59K,1.84%,13439926391
"April 27, 2020","$45,130.49",286,198,"1,636",$27.59,"$1,076.97",3,"$1,157.55","26,383",196.14,23.33M,-0.61%,"7,766.00",980.50K,1.13%,13918385493
"April 28, 2020","$36,547.63",373,253,"1,272",$28.73,$605.24,2,$1.19,"26,540",196.55,21.81M,0.21%,"7,746.90",808.09K,-0.25%,13052985766
"April 29, 2020","$28,215.21",268,184,964,$29.27,$198.08,7,$0.61,"27,235",215.4,32.87M,9.59%,"8,770.90",1.83M,13.22%,18452757606
"April 30, 2020","$43,917.59",209,173,836,$52.53,"$2,806.43",6,$6.92,"26,922",206.22,35.46M,-4.26%,"8,629.00",2.04M,-1.62%,23829583393
"May 01, 2020","$60,750.00",324,225,"1,251",$48.56,"$1,792.36",6,$47.44,"26,900",212,23.08M,2.80%,"8,821.60",1.11M,2.23%,13888475283
"May 02, 2020","$28,388.41",306,228,"1,325",$21.43,"$31,227.70",8,$36.98,"27,034",213.96,18.31M,0.92%,"8,966.30",890.34K,1.64%,11389301751
"May 03, 2020","$31,770.68",340,234,"1,906",$16.67,$64.77,6,$10.29,"28,452",209.83,23.12M,-1.93%,"8,885.50",1.15M,-0.90%,12521236484
"May 04, 2020","$48,835.74",282,200,"1,214",$40.23,"$1,024.46",4,$0.83,"27,211",206.61,27.21M,-1.53%,"8,874.70",1.12M,-0.12%,14983023765
"May 05, 2020","$39,976.76",293,233,"1,020",$39.19,"$1,522.24",5,$89.02,"27,395",205.36,21.05M,-0.61%,"9,001.00",1.05M,1.42%,15502345363
"May 06, 2020","$28,488.97",249,180,775,$36.76,$807.65,7,-$21.75,"25,060",199.04,24.03M,-3.08%,"9,151.40",1.62M,1.67%,17933308369
"May 07, 2020","$48,165.42",193,137,771,$62.47,$547.04,4,0,"27,677",212,26.71M,6.51%,"9,979.80",1.91M,9.05%,20866831524
"May 08, 2020","$51,462.14",248,205,741,$69.45,"$1,079.71",4,0,"27,703",211.45,23.08M,-0.26%,"9,806.20",1.42M,-1.74%,20580766613
"May 09, 2020","$36,164.10",304,207,914,$39.57,$143.62,4,$20.69,"27,349",210.22,20.90M,-0.58%,"9,554.60",1.49M,-2.57%,17823163632
"May 10, 2020","$29,827.61",232,171,862,$34.60,$669.71,3,$1.39,"27,398",187.78,35.98M,-10.68%,"8,738.80",2.47M,-8.54%,30507432603
"May 11, 2020","$28,962.92",242,174,947,$30.58,"$1,619.16",2,-$1.67,"27,577",185.96,26.74M,-0.97%,"8,579.80",2.29M,-1.82%,24022502727
"May 12, 2020","$43,423.10",231,203,859,$50.55,$107.77,2,$0.57,"28,109",189.84,15.58M,2.09%,"8,813.80",1.35M,2.73%,27066815386
"May 13, 2020","$21,600.74",263,261,"1,243",$17.38,"$1,167.58",6,-$76.69,"27,906",199.58,17.47M,5.13%,"9,298.70",1.50M,5.50%,32980999573
"May 14, 2020","$59,787.77",273,247,"2,768",$21.60,$827.77,6,$18.19,"18,387",203.3,20.75M,1.86%,"9,778.40",1.77M,5.16%,41116263713
"May 15, 2020","$73,429.36",300,304,"2,708",$27.12,$507.32,1,"$1,097.82","18,471",194.85,16.62M,-4.15%,"9,318.00",1.56M,-4.71%,32000157331
"May 16, 2020","$79,167.04",437,398,"2,953",$26.81,"$1,474.02",5,$23.68,"28,621",200.51,15.52M,2.91%,"9,379.50",1.10M,0.66%,25477191550
"May 17, 2020","$77,148.68",409,387,"3,480",$22.17,$420.30,4,$15.71,"28,100",207,15.78M,3.23%,"9,677.70",1.18M,3.18%,27103939904
"May 18, 2020","$84,691.86",363,382,"2,849",$29.73,$838.84,2,$130.15,"28,249",214.87,17.73M,3.80%,"9,730.70",1.18M,0.55%,36508693750
"May 19, 2020","$208,858.11",412,400,"5,452",$38.31,"$1,883.35",7,-$59.65,"18,301",214.51,13.96M,-0.17%,"9,773.30",1.16M,0.44%,33240461791
"May 20, 2020","$183,021.39",443,400,"2,529",$72.37,$122.50,3,$30.39,"18,372",209.99,12.19M,-2.11%,"9,512.30",1.15M,-2.67%,36510632877
"May 21, 2020","$108,452.67",345,369,"1,702",$63.72,"$2,311.78",4,$2.10,"18,950",198.75,14.36M,-5.35%,"9,059.00",1.41M,-4.76%,48851382307
"May 22, 2020","$128,923.69",447,390,"2,101",$61.36,"$3,775.06",5,$430.49,"19,249",207.35,12.13M,4.33%,"9,169.70",914.59K,1.22%,35001330711
"May 23, 2020","$49,365.64",424,366,"1,281",$38.54,"$3,852.86",4,-$402.86,"19,371",206.62,9.91M,-0.35%,"9,177.00",812.56K,0.08%,22171704727
"May 24, 2020","$95,546.06",454,351,"1,586",$60.24,"$87,461.50",8,"$1,419.63","29,426",199.97,11.89M,-3.22%,"8,728.20",1.11M,-4.89%,29040279475
"May 25, 2020","$94,233.09",333,540,"2,375",$39.68,$10.03,1,$209.88,"28,893",204.13,10.63M,2.08%,"8,898.20",941.89K,1.95%,38094676834
"May 26, 2020","$86,463.69",388,416,"1,590",$54.38,$839.84,6,$996.61,"28,719",201,10.44M,-1.53%,"8,842.50",784.92K,-0.63%,37860437126
"May 27, 2020","$78,846.98",361,354,"1,486",$53.06,$960.03,2,"$3,000.31","29,009",208.18,10.28M,3.57%,"9,199.10",810.89K,4.03%,42827563449
"May 28, 2020","$58,609.93",286,313,"1,028",$57.01,$585.55,3,$447.17,"29,785",220.18,12.51M,5.77%,"9,572.20",948.86K,4.06%,39750197752
"May 29, 2020","$138,035.83",427,379,"1,594",$86.60,"$1,538.16",2,$95.07,"29,429",220.66,12.36M,0.21%,"9,424.80",814.33K,-1.54%,34983980235
"May 30, 2020","$41,501.72",316,289,"1,023",$40.57,$2.19,1,$58.31,"29,011",243.63,14.34M,10.41%,"9,692.50",720.62K,2.84%,33659377964
"May 31, 2020","$54,892.42",336,300,"1,361",$40.33,$79.22,1,$29.47,"28,941",231.81,12.43M,-4.85%,"9,454.80",645.27K,-2.45%,28385719806
"June 01, 2020","$76,003.81",350,298,"1,481",$51.32,$525.66,4,$929.05,"29,595",247.97,11.97M,6.97%,"10,189.30",796.68K,7.77%,32379485381
"June 02, 2020","$92,036.42",293,276,978,$94.11,"$1,569.95",3,$412.37,"29,231",237.94,12.69M,-4.05%,"9,527.60",1.06M,-6.49%,36613726636
"June 03, 2020","$59,030.89",311,304,"1,016",$58.10,"$2,376.40",8,-$13.60,"29,259",244.52,8.15M,2.77%,"9,667.20",558.12K,1.47%,29769950061
"June 04, 2020","$70,913.35",396,280,"1,329",$53.36,$335.01,4,0,"27,136",243.37,8.75M,-0.47%,"9,794.40",593.66K,1.32%,31888384257
"June 05, 2020","$74,608.55",283,391,"1,481",$50.38,$325.34,5,$3.21,"27,026",240.23,7.75M,-1.29%,"9,631.20",527.05K,-1.67%,32258089816
"June 06, 2020","$239,234.33",306,302,"1,561",$153.26,$259.57,5,-$19.90,"29,192",242,6.62M,0.73%,"9,669.60",370.85K,0.40%,38721024282
"June 07, 2020","$45,390.72",283,280,"1,013",$44.81,$4.89,1,$88.70,"29,715",244.56,8.10M,1.06%,"9,742.60",549.20K,0.76%,40787069912
"June 08, 2020","$28,257.06",256,285,836,$33.80,$48.96,1,$2.46,"22,150",246.18,6.55M,0.66%,"9,777.90",431.04K,0.36%,41524824461
"June 09, 2020","$52,028.87",266,285,904,$57.55,0,0,0,"29,493",243.82,6.86M,-0.96%,"9,768.80",479.55K,-0.09%,37266087486
"June 10, 2020","$37,471.37",261,287,"1,079",$34.73,$18.58,1,-$240.28,"29,553",247.78,7.63M,1.62%,"9,878.80",533.55K,1.13%,581876396895
"June 11, 2020","$63,183.19",288,256,"1,138",$55.52,$99.03,2,$155.13,"30,167",230.71,12.40M,-6.89%,"9,283.20",919.30K,-6.03%,709708435545
"June 12, 2020","$78,750.26",360,270,"1,329",$59.26,"$3,844.96",4,$13.26,"19,904",237.54,7.34M,2.96%,"9,466.60",529.28K,1.97%,35616566860
"June 13, 2020","$81,674.12",326,308,892,$91.56,"$1,201.77",2,$96.30,"20,998",238.22,5.27M,0.29%,"9,471.30",364.97K,0.05%,29377910098
"June 14, 2020","$59,773.31",377,342,"1,418",$42.15,"$1,036.05",4,$6.59,"28,315",232.02,5.78M,-2.60%,"9,345.30",311.27K,-1.33%,24230716812
"June 15, 2020","$53,300.38",299,267,"1,537",$34.68,"$13,234.77",4,-$13.30,"21,038",230.93,10.18M,-0.47%,"9,425.40",750.90K,0.86%,43250992524
"June 16, 2020","$73,213.96",376,301,"1,906",$38.41,"$3,163.34",10,$9.00,"21,492",235.36,7.03M,1.92%,"9,523.50",545.47K,1.04%,40533137609
"June 17, 2020","$117,646.67",285,297,750,$156.86,$76.53,1,-$121.93,"21,608",233.88,5.94M,-0.63%,"9,464.60",446.45K,-0.62%,42028712404
"June 18, 2020","$97,825.75",259,281,969,$100.96,$80.97,1,$7.99,"21,991",231.34,4.96M,-1.09%,"9,388.10",391.67K,-0.81%,38424496007
"June 19, 2020","$37,513.94",321,274,737,$50.90,$27.45,3,$150.72,"22,557",229.11,5.56M,-0.97%,"9,314.00",478.49K,-0.79%,39365512466
"June 20, 2020","$30,366.22",308,281,904,$33.59,$222.06,5,$594.37,"32,789",228.86,4.54M,-0.11%,"9,358.80",383.44K,0.48%,29553002666
"June 21, 2020","$36,582.30",306,270,944,$38.75,$746.14,14,$167.23,"22,978",228.13,4.10M,-0.32%,"9,296.40",335.99K,-0.67%,29937373565
"June 22, 2020","$30,913.10",329,253,700,$44.16,0,0,0,"33,348",243.25,7.93M,6.63%,"9,683.70",523.32K,4.17%,41302954545
"June 23, 2020","$48,104.65",245,237,628,$76.60,"$1,475.47",8,$127.04,"24,165",243.2,5.16M,-0.02%,"9,624.60",375.49K,-0.61%,45491287860
"June 24, 2020","$39,696.81",264,249,826,$48.06,"$1,504.17",4,$3.14,"21,184",234.75,9.13M,-3.47%,"9,302.00",515.78K,-3.35%,46589720161
"June 25, 2020","$27,800.07",231,230,559,$49.73,0,0,-$67.48,"23,430",232.56,6.48M,-0.93%,"9,247.50",524.45K,-0.59%,42575132701
"June 26, 2020","$30,424.02",235,242,592,$51.39,"$1,177.18",2,-$13.78,"23,041",229.67,6.96M,-1.24%,"9,160.00",489.84K,-0.95%,38176707953
"June 27, 2020","$35,191.35",291,248,"1,007",$34.95,$19.31,1,0,"23,102",221.06,7.21M,-3.75%,"9,008.30",441.93K,-1.66%,36769845271
"June 28, 2020","$40,556.36",282,240,907,$44.71,"$1,139.24",3,$277.62,"33,404",225.09,5.91M,1.82%,"9,124.00",329.01K,1.28%,35078209646
"June 29, 2020","$31,074.03",331,278,812,$38.27,$22.80,1,$22.70,"33,389",227.87,6.80M,1.24%,"9,185.40",401.12K,0.67%,39552762105
"June 30, 2020","$72,592.08",283,265,897,$80.93,$40.63,2,$186.76,"23,293",225.63,5.60M,-0.99%,"9,135.40",381.73K,-0.54%,52294541588
"July 01, 2020","$53,531.46",295,282,905,$59.15,$65.87,2,$21.67,"33,388",230.95,6.31M,2.36%,"9,229.90",366.78K,1.03%,47358992980
"July 02, 2020","$67,606.44",352,287,"1,057",$63.96,$115.63,3,$258.50,"23,584",226.42,7.28M,-1.96%,"9,085.10",483.10K,-1.57%,42603951322
"July 03, 2020","$31,728.91",301,289,820,$38.69,"$4,009.99",8,$220.36,"23,468",225.12,5.20M,-0.57%,"9,067.10",333.88K,-0.20%,44742407160
"July 04, 2020","$58,433.96",279,302,871,$67.09,$407.41,5,0,"23,649",229.15,5.45M,1.79%,"9,134.40",261.25K,0.74%,33268484751
"July 05, 2020","$40,402.13",315,302,"1,016",$39.77,$466.44,4,$12.12,"23,701",227.98,5.41M,-0.51%,"9,081.00",314.10K,-0.58%,31655035139
"July 06, 2020","$51,488.75",284,300,867,$59.39,$80.20,3,$40.92,"23,756",241.56,9.45M,5.96%,"9,339.00",510.27K,2.84%,40437764877
"July 07, 2020","$45,636.86",378,361,"1,083",$42.14,"$6,978.67",9,0,"33,768",239.25,6.26M,-0.95%,"9,256.00",420.55K,-0.89%,40907231924
"July 08, 2020","$72,774.24",400,399,"1,307",$55.68,"$1,050.02",4,$404.57,"30,661",246.99,12.98M,3.24%,"9,429.90",509.94K,1.88%,52093643866
"July 09, 2020","$110,110.94",401,427,"1,358",$81.08,$855.94,5,-$55.63,"33,452",242.02,9.02M,-2.01%,"9,235.70",444.27K,-2.06%,47477907527
"July 10, 2020","$92,106.18",401,442,"1,129",$81.58,"$3,339.82",5,$306.50,"33,387",241.26,6.84M,-0.32%,"9,285.10",418.47K,0.53%,38637254876
"July 11, 2020","$99,262.78",391,353,"1,124",$88.31,$560.05,8,$171.96,"23,966",239.2,6.42M,-0.85%,"9,233.30",353.92K,-0.56%,33735159452
"July 12, 2020","$56,800.78",401,369,"1,141",$49.78,$651.88,5,$29.68,"24,176",242.75,6.81M,1.48%,"9,300.80",366.88K,0.73%,32085351933
"July 13, 2020","$69,703.93",324,298,998,$69.84,0,0,$19.15,"24,221",239.73,8.32M,-1.24%,"9,243.60",456.87K,-0.62%,50960828747
"July 14, 2020","$401,727.72",503,542,"10,910",$36.82,"$2,095.96",2,$632.72,"24,127",240.5,7.07M,0.32%,"9,253.40",453.83K,0.11%,44351239353
"July 15, 2020","$148,946.09",471,529,"6,436",$23.14,"$10,470.52",6,$329.26,"24,182",238.62,7.35M,-0.78%,"9,198.70",429.84K,-0.59%,51587477037
"July 16, 2020","$114,105.95",429,482,"3,899",$29.27,$190.63,1,"$1,393.02","33,895",233.65,6.63M,-2.08%,"9,135.30",429.04K,-0.69%,55735259161
"July 17, 2020","$129,507.10",422,440,"3,645",$35.53,"$1,750.53",3,$52.91,"34,703",232.75,5.88M,-0.39%,"9,155.80",310.92K,0.22%,58219936374
"July 18, 2020","$79,324.30",466,411,"3,296",$24.07,"$7,719.58",12,$6.41,"26,414",235.75,5.79M,1.29%,"9,170.20",276.40K,0.16%,50656559485
"July 19, 2020","$86,470.03",428,515,"4,200",$20.59,"$49,659.58",13,$283.95,"34,299",239.01,6.61M,1.38%,"9,208.00",265.25K,0.41%,54609003475
"July 20, 2020","$108,473.42",408,773,"2,830",$38.33,$753.18,3,$104.89,"34,469",236.1,5.36M,-1.22%,"9,162.40",312.98K,-0.50%,70536742504
"July 21, 2020","$129,297.24",423,729,"2,589",$49.94,$525.74,2,$245.25,"31,545",245.53,6.29M,3.99%,"9,387.30",458.99K,2.46%,75884344678
"July 22, 2020","$173,401.63",383,614,"1,898",$91.36,"$2,500.77",6,"$1,519.56","34,160",263.28,6.68M,7.23%,"9,513.70",386.00K,1.35%,72342074874
"July 23, 2020","$103,324.30",372,465,"2,326",$44.42,"$2,232.06",2,$12.15,"34,213",275.34,8.79M,4.58%,"9,599.60",425.66K,0.90%,81533077820
"July 24, 2020","$91,881.27",351,373,"1,372",$66.97,$83.37,2,$43.49,"31,872",279.33,7.17M,1.45%,"9,546.40",359.16K,-0.55%,76416250014
"July 25, 2020","$104,234.16",334,356,"1,974",$52.80,"$6,764.63",15,$47.28,"34,542",305.32,8.59M,9.30%,"9,704.10",306.29K,1.65%,82224184318
"July 26, 2020","$72,159.20",335,338,"1,544",$46.74,0,0,$74.15,"32,039",311.13,9.19M,1.90%,"9,932.50",415.07K,2.35%,72868554221
"July 27, 2020","$57,759.60",300,284,"1,073",$53.83,0,0,0,"24,284",321.8,13.73M,3.43%,"11,022.80",908.99K,10.98%,96651241529
"July 28, 2020","$76,791.15",330,344,"1,173",$65.47,$237.28,2,"$1,136.65","34,728",316.96,9.91M,-1.50%,"10,908.50",658.37K,-1.04%,71667637214
"July 29, 2020","$94,931.92",293,374,"1,408",$67.42,$294.99,3,"$1,657.37","24,858",317.82,8.72M,0.27%,"11,105.90",576.83K,1.81%,74335028131
"July 30, 2020","$280,769.52",526,574,"10,824",$25.94,"$2,808.67",4,"-$1,150.31","24,546",334.87,9.07M,5.36%,"11,096.20",501.14K,-0.09%,71596140466
